Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote
1,67,53,main_tablecup,Player,Main,body_default1,face_noblink,text,… 너의 정신적 고통에 대한\n어쩔 수 없는 선택이었다는 거잖아.,… You’re saying you had no choice\nin the face of your mental pain.,54,,,
1,67,54,main_tablecup,Player,Main,body_default1,face_noblink,text,알겠어. 알겠는데…,"I get it, but…",62,,,
1,67,55,main_tablecup,Player,Main,body_default1,face_blink,text,"실은, 꽤 많은 인간들 역시\n‘자해’로 분류되는 행동을 해.","See, quite a number of humans do things\nthat can be classified as ‘self-harm.’",56,,,
1,67,56,main_tablecup,Player,Main,body_default1,face_noblink,text,"놀라지 않았다면 거짓말이지만,","I would be lying if I said I wasn’t surprised,",57,,,
1,67,57,main_tablecup,Player,Main,body_default1,face_noblink,text,너의 정신적 고통에 대한 어쩔\n수 없는 선택이었다는 거잖아.,but you’re saying you had no choice\nin the face of your mental pain.,58,,,
1,67,58,main_tablecup,Player,Main,body_default1,face_blink,selection,이해해. 아파하던 널 옆에서 지켜봤으니까.|공감해. 그 막막함을… 나도 너무 잘 아니까.,I understand. I’ve watched you suffer.|I can relate. I… know that frustration too well.,61|59,,,moon|sun
1,67,59,main_tablecup,Player,Main,body_default1,face_noblink,text,"숨을 쉴 수 없을 때, 정상적인\n사고가 되지 않을 때,","When you can’t breathe or think straight,",60,,,
1,67,60,main_tablecup,Player,Main,body_default1,face_noblink,text,올바르지 않은 걸 알면서도 그곳으로\n이끌리게 되는 못난 충동을 알고 있지.,"and are drawn to things you know\naren’t right, that wrong impulse.",61,,,
1,67,61,main_tablecup,Player,Main,body_default1,face_blink,text,"하지만, 뭉치.","But, Dot.",62,,,
1,67,62,main_tablecup,Player,Main,body_default1,face_noblink,text,이런 일이 반복되지 않았으면 좋겠어.\n그런 너를 보는 내 마음도 생각해 줘.,I just wish it won’t happen again.\nThink about how I’d feel.,63,,,
1,67,63,main_tablecup,Dot,Main,body_default1,face_noblink,text,"…… (눈을 도륵 굴리는 뭉치, 없다면 최대한 불안해 보이는 표정)",……,64,,,
1,67,64,main_tablecup,Dot,Main,body_default1,face_blink,text,……,……,65,,,
1,67,65,main_tablecup,Dot,Main,body_default1,face_noblink,text,<nickname>….,<nickname>….,66,,,
1,67,66,main_tablecup,Player,Main,body_default1,face_noblink,text,응?,Yes?,67,,,
1,67,67,main_tablecup,Dot,Main,body_default1,face_blink,text,확답을 주지 못할 것 같아. 반복될까 봐 두려워.,I can’t promise you anything.\nI’m scared it will happen again.,68,,,
1,67,68,main_tablecup,Dot,Main,body_default1,face_noblink,text,"일시적인 아픔이 지나고, 나는 그보다\n강하게 살아 있음을 느꼈어.","After the initial pain, I felt I was truly alive.",69,,,
1,67,69,main_tablecup,Dot,Main,body_default1,face_noblink,text,막혔던 숨이 시원하게 뚫리고,I could finally breathe,70,,,
1,67,70,main_tablecup,Dot,Main,body_default1,face_blink,text,덩굴처럼 어지럽게 날 휘감던 안개가\n‘통증’이라는 분명한 몸을 가지기 시작했어.,and the fog that had wrapped itself around\nme like vines took a solid form labeled ‘pain.’,71,,,
1,67,71,main_tablecup,Dot,Main,body_default1,face_noblink,text,그건… 순간이지만 정말 해방 같았어.,"It… felt like relief, for a split second.",72,,,
1,67,72,main_tablecup,Dot,Main,body_default1,face_noblink,text,"고통스러운 생각으로 억눌렸을 때, 그 위험한\n감각을 나도 모르게 찾게 될까 두려워.","When plagued by torment, I fear I might\nunconsciously seek that dangerous sensation.",73,,,
1,67,73,main_tablecup,Player,Main,body_default1,face_blink,selection,(당황하며 놀란다.)|(단호하게 대응한다.),(Be alarmed)|(Be firm.),74|82,,,
1,67,74,main_tablecup,Player,Main,body_default1,face_noblink,text,어어… 어… 어. 그렇구나. 그랬구나….,Oh… oh… oh. I see. I see…,75,,,
1,67,75,main_tablecup,Player,Main,body_default1,face_noblink,text,(잠시 생각할 시간이 필요하다.\n당장 감당하기 어려운 생각이야.),(I need time to think. This isn’t\nsomething I can deal with right now.),76,,,
1,67,76,main_tablecup,Player,Main,body_default1,face_blink,text,(자해가 주는 불건강한 해방을\n다시 찾게 될 것 같다니….),(To revisit the relief self-harm gives…),77,,,
1,67,77,main_tablecup,Player,Main,body_default1,face_noblink,selection,"(아니, 이건 이해할 수 없어.)|(사실 이해할 수 있지만….)","(No, I can’t understand it.)|(I do understand it, but….)",79|78,,,
1,67,78,main_tablecup,Player,Main,body_default1,face_noblink,text,(하지만 소중한 친구가 다치는 건\n싫다. 뭉치를 말려야 한다.),(But I don’t want my friend\nto be hurt. I have to stop Dot.),79,,,
1,67,79,main_tablecup,Player,Main,body_default1,face_blink,text,그런데…….,But…….,80,,,
1,67,80,main_tablecup,Player,Main,body_default1,face_noblink,text,"좋은 방법은 아닌 것 같아. 그러니까, 자해는\n어느 상황에서든 좋은 방법이 될 수 없어.","I don’t think it’s a good idea. That is,\nharming yourself is never the answer.",81,,,
1,67,81,main_tablecup,Player,Main,body_default1,face_noblink,text,부정적인 마음을 위험하게 해소하려\n한다면… 그건 너의 덫이 될 거야.,Trying to relieve negative emotions\nin a dangerous way… will be a trap.,84,,,
1,67,82,main_tablecup,Player,Main,body_default1,face_blink,text,"아니, 너는 그 위험한 감각을 다시 찾아서는\n안 돼. 찾고 싶어 하지도 않았으면 좋겠어.","No, don’t go looking for those sensations.\nDon’t even think about them.",83,,,
1,67,83,main_tablecup,Player,Main,body_default1,face_noblink,text,부정적인 마음을 위험한 방식으로\n해소하려고 하면 상황만 악화될 뿐이야.,Trying to relieve negative emotions in a\ndangerous way will only make things worse.,84,,,
1,67,84,main_tablecup,Player,Main,body_default1,face_noblink,text,오늘 뭉치도 느낀 것처럼 말이지.,Like the way you felt today.,85,,,
1,67,85,main_tablecup,Player,Main,body_default1,face_blink,text,"인간의 경우로 말해 주자면, 늘 가리고\n다녀야 할 흉터가 몸에 영구적으로 남게 돼.","To put it in human terms, it will leave a\npermanent scar you will have to hide.",86,,,
1,67,86,main_tablecup,Player,Main,body_default1,face_noblink,text,상황을 지탱할 힘이 더 약해질 수도 있지.\n게다가 정말 죽기라도 하게 된다면….,Your ability to withstand things\nwill weaken. And if you truly die…,87,,,
1,67,87,main_tablecup,Dot,Main,body_default1,face_noblink,text,"응… <name> 나 정말로, 여기서\n나가더라도 몸이 좀 부풀어 있을 것 같아.","Yes… <name>, I truly think my body\nwill stay a bit bloated, even if I get out.",88,,,
1,67,88,main_tablecup,Dot,Main,body_default1,face_blink,text,내 몸이니까 아는 건데 그런 예감이 들어.,I know my body and I can feel it.,89,,,
1,67,89,main_tablecup,Dot,Main,body_default1,face_noblink,text,녹아 내려 가는데 부풀기까지.\n아. 얼마나 더 볼품 없어질까.,Melted and bloated. Oh.\nJust how ugly I’ll become.,90,,,
1,67,90,main_tablecup,Player,Main,body_default1,face_noblink,text,"…. 상황을 해결하려 하는 대신, 자기\n학대의 굴레에 빠지게 될 수도 있어.","…. Instead of solving the problem,\nyou could fall into a pit of self-abuse.",91,,,
1,67,91,main_tablecup,Player,Main,body_default1,face_blink,text,네가 방금 한 말 역시 또 다른\n덫이 될 수 있단 말이야.,What you just said can be another trap.,92,,,
1,67,92,main_tablecup,Dot,Main,body_default1,face_noblink,text,"그건, 그건… 도저히 아니라고는 말 못 하겠네.","That’s, that’s… I can’t argue with that.",93,,,
1,67,93,main_tablecup,Player,Main,body_default1,face_noblink,text,그리고…,And…,94,,,
1,67,94,main_tablecup,Player,Main,body_default1,face_blink,text,과연 자해가 해방의 유일한 방법일까?,Is self-harm the only option?,95,,,
1,67,95,main_tablecup,Dot,Main,body_default1,face_noblink,text,… 응? 그게 무슨 말이야?,… Hmm? What do you mean?,96,,,
1,67,96,main_tablecup,Player,Main,body_default1,face_noblink,text,감정을 실체화하는 ‘끔찍하지 않은\n방법’도 세상에 존재할 것 같아서.,"I feel like there’s a way to crystallize your\nemotions in the world, one that’s not awful.",97,,,
1,67,97,main_tablecup,Player,Main,body_default1,face_blink,text,한 스푼의 상상력만 있다면….,It would only take one\nspoonful of imagination….,98,,,
1,67,98,main_tablecup,Player,Main,body_default1,face_noblink,text,"음. 가령… 고통을 글로 휘갈겨 쓰거나,\n고함을 질러 터트려 버린다거나?","Hmm. Let’s say… writing your pain down\nwith ink, or letting it burst in a scream?",99,,,
1,67,99,main_tablecup,Dot,Main,body_default1,face_noblink,text,… 몸을 쭈욱 늘린다거나?,… Or stretching my body?,100,,,
1,67,100,main_tablecup,Dot,Main,body_default1,face_blink,text,종이에 대고 검은 몸을 문대서…\n강렬한 그림을 그려 보는 것도…. 음. 음.,I could rub it against paper… and\ndraw a striking picture… hmm. Hmm.,101,,,
1,67,101,main_tablecup,Player,Main,body_default1,face_noblink,text,너라면 몸으로 여러 모양을 만들어 볼 수도\n있을 거야. 인간보다 곱절은 더 유연하니까.,You could bend into all kinds of shapes.\nYou’re so much more flexible than humans.,102,,,
1,67,102,main_tablecup,Player,Main,body_default1,face_noblink,text,그렇게 처절한 슬픔이나 갑갑한\n절망을 몸으로 시각화하는 거지.,That way you can visualize\nyour sorrow or despair.,103,,,
1,67,103,main_tablecup,Dot,Main,body_default1,face_blink,text,…….,…….,104,,,
1,67,104,main_tablecup,Dot,Main,body_default1,face_noblink,text,……. 그래.,……. Alright.,105,,,
1,67,105,main_tablecup,Dot,Main,body_default1,face_noblink,text,어쩌면 자해가 불러다 주었던 강렬한 감각은\n해방이 아니라… 그저 고통이었을지도 모르겠어.,Maybe the sensation self-harm brought\nme wasn’t relief… but only pain.,106,,,
1,67,106,main_tablecup,Dot,Main,body_default1,face_blink,text,"또렷하지 않은 정신으로 받아들인 고통은,\n마치 해방의 모습으로 착각되었을 뿐.",My blurry mind merely mistook it for relief.,107,,,
1,67,107,main_tablecup,Dot,Main,body_default1,face_noblink,text,… 그날 본 인간도 더욱 푸르른 해방을 찾을 수 있다면\n좋겠다. 너른 파도가 그의 마음에 가닿았으면.,… I hope the human I saw that day can find\nrelief. I hope the vast waves reach his mind.,108,,,
1,67,108,main_tablecup,Player,Main,body_default1,face_noblink,text,다행이야….,I’m glad….,109,,,
1,67,109,main_tablecup,Player,Main,body_default1,face_blink,text,"뭉치야, 혹시 있잖아.","Dot, I just want to say.",110,,,
1,67,110,main_tablecup,Player,Main,body_default1,face_noblink,text,"감당할 수 없을 때 다시 ‘어쩔 수 없는 방법’을\n택하게 된다면, 그게 너를 아주 해치게 두지는 마.","If you ever feel helpless enough to resort\nto this again, don’t let it hurt you too much.",111,,,
1,67,111,main_tablecup,Player,Main,body_default1,face_noblink,text,"그리고 되도록이면, 꼭, 건강한\n해소 방식을 찾도록 하자.","Let’s try to find a healthier\noutlet, no matter what.",112,,,
1,67,112,main_tablecup,Player,Main,body_default1,face_blink,text,그건 느릴 수 있겠지만… 적어도\n널 다치게 하진 않을 거야.,It may take time… but at least it won’t hurt you.,113,,,
1,67,113,main_tablecup,Dot,Main,body_default1,face_noblink,text,… 걱정.,… Concern.,114,,,
1,67,114,main_tablecup,Dot,Main,body_default1,face_noblink,text,‘걱정’은 따뜻하고 애정 어린 것.,Concern is warm and affectionate.,115,,,
1,67,115,main_tablecup,Dot,Main,body_default1,face_blink,text,<name>의 부드러운 마음이\n느껴져. 고마워. 정말이야. (심장 색이 변한다),I can feel your tender heart. Thank you. I mean it.,116,,,
1,67,116,main_tablecup,Dot,Main,body_default1,face_noblink,text,그리고… 이제 이 컵에서\n나가고 싶어졌어.,And… now I want to leave this cup.,117,,,
1,67,117,main_tablecup,Dot,Main,body_default1,face_noblink,text,"나의 모퉁이로 돌아가, 오늘 나눈\n대화를 오래 곱씹어 보고 싶어졌거든.","I want to return to my corner, and ponder\non our conversation today for a long time.",118,,,
1,67,118,main_tablecup,Player,Main,body_default1,face_blink,text,"아주 멋진 변화야, 뭉치. 심장 색도 변했구나!","That’s a great change of heart,\nDot. Speaking of which!",119,,,
1,67,119,main_tablecup,Player,Main,body_default1,face_noblink,selection,세련되고 도시적이야.|몽환적인 멋이 있다.,The new color is sophisticated and polished.|There’s a dreamy flair to this new shade.,120|120,,,sun|moon
1,67,120,main_tablecup,Player,Main,body_default1,face_noblink,text,부푼 몸도 원래대로 돌아오기를 바랄게.,I hope your body shrinks back to normal too.,121,,,
1,67,121,main_tablecup,Player,Main,body_default1,face_blink,selection,… 내가 물기를 쭉 짜 줄까?|햇볕에 몸을 말려 보는 건 어때?,… You want me to squeeze the water out?|How about drying yourself in the sun?,122|124,,,active|passive
1,67,122,main_tablecup,Dot,Main,body_default1,face_noblink,text,"아니, 아니, 아니. 괜찮아!","No, no, no. No need!",123,,,
1,67,123,main_tablecup,Player,Main,body_default1,face_noblink,text,(웃으며 손을 뻗어 뭉치를 꺼내 준다.),(Smile and lift Dot out of the cup.),,,,
1,67,124,main_tablecup,Dot,Main,body_default1,face_blink,text,햇볕은 너무 뜨거워. 시원하고 건조한\n나의 모퉁이에서 몸을 잘 말려 볼래.,The sunlight is too hot. I’ll dry\nmyself off in my cool dry corner.,125,,,
1,67,125,main_tablecup,Player,Main,body_default1,face_noblink,text,(웃으며 손을 뻗어 뭉치를 꺼내 준다.),(Smile and lift Dot out of the cup.),,,,
3,68,126,main_web,Player,Main,body_default1,face_noblink,text,"뭉치, 괜찮아? 좀 어때?","Dot, how are you? Feeling better?",127,,,
3,68,127,main_web,Dot,Main,body_default1,face_blink,text,"응, 우선 부풀었던 몸이 돌아왔어.","Yes, my body is back to normal.",128,,,
3,68,128,main_web,Dot,Main,body_default1,face_noblink,text,감정도 추스러진 것 같아. 덕분이야.,And I’ve calmed down. Thanks to you.,129,,,
3,68,129,main_web,Player,Main,body_default1,face_noblink,text,다행이다.,That’s good to hear.,130,,,
3,68,130,main_web,Dot,Main,body_default1,face_blink,text,모처럼 내가 가장 좋아하는 그림자 속에\n앉아 ‘암흑’에 대한 생각을 하고 있었어.,I took some time to sit in my favorite\nshadow and reflect on the Dark.,131,,,
3,68,131,main_web,Player,Main,body_default1,face_noblink,text,암흑? 뭉치가 무서워하던 공간 아니야?,The Dark? Aren’t you afraid of it?,132,,,
3,68,132,main_web,Dot,Main,body_default1,face_noblink,text,"응…. 그런데,","Yes…. But,",133,,,
3,68,133,main_web,Dot,Main,body_default1,face_blink,text,그동안 만났던 인간들을 한 명씩\n떠올려 보았는데 말이야.,I recalled the humans I’ve\nmet so far one by one.,134,,,
3,68,134,main_web,Dot,Main,body_default1,face_noblink,text,"사랑이 고파 괴로워하던 남자,\n채울 수 없는 결핍을 가려워하던 소년.","The man that hungered for love, the\nboy that scratched at an unfillable hole.",135,,,
3,68,135,main_web,Dot,Main,body_default1,face_noblink,text,너무 많은 ‘진짜’를 가졌던 여자와\n너무 많은 ‘가짜’를 삼켰던 아이.,"The woman with too many truths,\nthe child that swallowed too much.",136,,,
3,68,136,main_web,Dot,Main,body_default1,face_blink,text,"웃음으로, 연쇄적인 자기 파괴로, 꿈으로.\n필사의 힘을 다해 도망치고 싶어 하던 자들까지.","Those that longed for escape through laughter,\ncontinuous self-destruction, and dreams.",137,,,
3,68,137,main_web,Dot,Main,body_default1,face_noblink,text,모두 그들만의 내밀한 암흑을 가지고 있었어.,Each had their innermost darkness.,138,,,
3,68,138,main_web,Dot,Main,body_default1,face_noblink,text,"암흑 속으로 발을 헛디뎌 넘어지는\n것이든, 자진해서 잠겨드는 것이든….","Whether they tripped and fell,\nor willingly sank into its depth…",139,,,
3,68,139,main_web,Dot,Main,body_default1,face_blink,text,"중요한 건, 모두가 자기만의\n방법으로 견디고 있었다는 거야.",What matters is that they were\nall bearing it in their own ways.,140,,,
3,68,140,main_web,Player,Main,body_default1,face_noblink,selection,"모든 인간에게는 비밀스럽고 어둑한 방이 하나 존재하지.|…. 맞아, 그들은 자기와 투쟁하던 이들이었어.",Every person has a secret dark room.|... Right. Everyone was fighting with themselves.,141|141,,,moon|sun
3,68,141,main_web,Dot,Main,body_default1,face_noblink,text,…….,…….,142,,,
3,68,142,main_web,Dot,Main,body_default1,face_blink,text,"사실. <name>, 너에게도\n묻고 싶은 게 있어.","The thing is. <name>, there’s\nsomething I wanted to ask you.",143,,,
3,68,143,main_web,Dot,Main,body_default1,face_noblink,text,"추잡한 욕망, 우울, 불안. 악몽, 결핍, 강박….","Grubby desire, depression, anxiety.\nNightmares, deficiency, obsession….",144,,,
3,68,144,main_web,Dot,Main,body_default1,face_noblink,text,이름을 가늠할 수는 없겠지만.,"Its name I can’t fathom,",145,,,
3,68,145,main_web,Dot,Main,body_default1,face_blink,text,<name>의 분홍빛 뇌 속에도\n새까만 암흑이 있다고 했었지?,"but you said there’s a darkness\nin your rosy brain as well, right?",146,,,
3,68,146,main_web,Player,Main,body_default1,face_noblink,selection,"인정하고 싶지 않지만 나에게도 어려움이 있지.|맞아, 시간과 장소를 모르고 엄습해 오는 암흑이지.","Not that I want to admit it.|Yes, it strikes with no regard for time or space.",147|147,,,
3,68,147,main_web,Dot,Main,body_default1,face_noblink,text,그와 친해?,Are you friends with it?,148,,,
3,68,148,main_web,Player,Main,body_default1,face_blink,selection,늘 서먹하고 어려운 사이인 것 같아.|어쩌면 타인보다도 친구 같아.,I find it to be strange and difficult.|It’s one of my closest companions.,149|149,,,
3,68,149,main_web,Dot,Main,body_default1,face_noblink,text,"1부터 10까지 중에서 골라야 한다면,\n네 암흑은 어느 정도로 망가져 있어?","On a scale of one to ten,\nhow broken is your darkness?",150,,,
3,68,150,main_web,Player,Main,body_default1,face_noblink,textbox,이런 질문은 처음이지만…,"It’s the first time I’m putting it to words, but…",151,,,
3,68,151,main_web,Dot,Main,body_default1,face_blink,text,"암흑 속에서 태어나 너에게 손을 뻗기 시작하는 모든\n불유쾌한 감각들과 질문들, ‘안개’.",Unpleasant feelings and questions born from\nThe Dark that stretch their hands out to you. A “fog”.,152,,,
3,68,152,main_web,Dot,Main,body_default1,face_noblink,text,"네 암흑의 질척한 내면을 더욱 추잡하게 만드는,\n그 안에서 영원히 헤매이게 될 것만 같은.","A fog that further tarnishes the muddy insides\nof your Dark, one you’re doomed to wander in.",153,,,
3,68,153,main_web,Dot,Main,body_default1,face_noblink,text,너를 무너뜨리기 충분할 지경으로\n빽빽하고 희뿌연 안개들과도 만난 적 있어?,Have you come across fog thick and\ngrey enough to strike you down?,154,,,
3,68,154,main_web,Player,Main,body_default1,face_blink,selection,… 예를 들어 줄 수 있어?|단번에 이해했어.,… Can you give me an example?|I see what you mean.,155|158,,,
