Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,KorText,EngText,NextLineKey,DeathNote,AfterScript,Exeption
1,39,27,0,Dot,,anim_sub_ch7_1,text,…….,……,28,,,
1,39,28,0,Dot,,anim_sub_ch7_1,text,아. 나는 이 감각을 받아들이지\n못했구나. 나는 벗어나고 싶구나.,"Ah, I haven’t embraced this\nfeeling. I want to escape it.",29,,,
1,39,29,0,Dot,,anim_sub_ch7_1,text,나는 이것을 도무지 그대로\n내버려 두기가 싫은 거구나.,"I don’t, no, I can’t leave this feeling alone.",30,,,
1,39,30,0,Dot,,anim_sub_ch7_1,text,그렇다면…,Then…,31,,,
1,39,31,0,Dot,,anim_sub_ch7_1,text,바라본다면. 바라볼 수만 있다면?,What if I look at it? Just look at it?,32,,,
1,39,32,0,Dot,,anim_sub_ch7_1,text,…….,……,33,,,
1,39,33,0,Dot,,anim_sub_ch7_1,text,하지만.,But.,34,,,
1,39,34,0,Dot,,anim_sub_ch7_1,text,아프지는 않을까? 뽑아 낼 때의 고통이\n날 기어이 터트려 버리지는 않을까?,Won’t it hurt? Won’t the pain of\nremoving it finally burst me open?,35,,,
1,39,35,0,Dot,,anim_sub_ch7_1,text,…….,……,36,,,
1,39,36,0,Dot,,anim_sub_ch7_1,text,그래도. 할 수 있어. 할 수 있을 거야. 내\n끈적한 몸은 생각보다 강할 거야. 그러니…….,"Still. I can do it. I know I can do it. My\nsticky body will be stronger than I think, So……",37,,,
1,39,37,0,Dot,,anim_sub_ch7_2,text,……,……,38,,,
1,39,38,0,Dot,,anim_sub_ch7_2,text,어?,Huh?,39,,,
1,39,39,0,Dot,,anim_sub_ch7_2,text,아파. 아프지만.,It hurts. But.,40,,,
1,39,40,0,Dot,,anim_sub_ch7_2,text,…….,……,41,,,
1,39,41,0,Dot,,anim_sub_ch7_3,text,"아프지만, 몸이 터지지는 않았어.","It hurts, but my body didn’t burst.",42,,,
1,39,42,0,Dot,,anim_sub_ch7_3,text,……!,……!,43,,,
1,39,43,0,Dot,,anim_sub_ch7_3,text,괜찮았어.,It was okay.,,,,
2,40,44,0,Dot,,anim_mold2,text,"… 안녕, 곰팡이.","… Hello, mold.",45,,,
2,40,45,0,Dot,,anim_default,text,인간은 필연적으로 아픔을\n겪는다는 글을 봤어.,I read that humans inevitably feel pain.,46,,,
2,40,46,0,Dot,,anim_default,text,"그 아픔을 끌어안아 고통이\n무뎌지는 모든 시간의 끝에,","And that after embracing all\nthat hurt, when it ebbs away,",47,,,
2,40,47,0,Dot,,anim_default,text,그들은 ‘성장’이 놓여 있다 믿는대.,that’s when humans believe they grow.,48,,,
2,40,48,0,Dot,,anim_default,text,"아픔, 그리고 성장.",Pain…… and growth.,49,,,
2,40,49,0,Dot,,anim_default,text,"있잖아, 친구야, 그것 알아?","Would you like to know something, friend?",50,,,
2,40,50,0,Dot,,anim_default,text,달 뒤편에도 아픔이 있어.,"There’s pain on the dark\nside of the moon, too.",51,,,
2,40,51,0,Dot,,anim_default,text,"몸집보다 몇 배는 큰 아픔을\n사지로 아등바등 끌어안고,","Beings that embrace pain twice,\nthrice their size with all their might,",52,,,
2,40,52,0,Dot,,anim_default,text,무뎌지길 바라며 묵묵히 땅을 보는.,and look down at the ground\nhoping it will ebb away.,53,,,
2,40,53,0,Dot,,anim_default,text,그런 이들이 있어.,I know them.,54,,,
2,40,54,0,Dot,,anim_default,text,그들은 아픔을 사지로 품어. 그 통증은 그들\n몸과 영혼의 모양을 뒤틀어 변하게 만들지.,"They readily bear the pain. It contorts\nand disfigures them, body and soul.",55,,,
2,40,55,0,Dot,,anim_default,text,"다만, 난 그 끝에 놓인 게\n성장 같아 보이지 않아.",But what’s at the end of the road\ndoesn’t seem like growth to me.,56,,,
2,40,56,0,Dot,,anim_default,text,그런 단편적인 단어로 정의될 수 없어.,It’s too simple of a word.,57,,,
2,40,57,0,Dot,,anim_default,text,음….,Hmm….,58,,,
2,40,58,0,Dot,,anim_default,text,레드는 추위를 미워했어.,Red hated the cold.,59,,,
2,40,59,0,Dot,,anim_default,text,사랑했던 인간이 차디찬 물에\n몸을 던져 죽었기 때문이지.,Because the human he loved threw\n himself into freezing water and died.,60,,,
2,40,60,0,Dot,,anim_default,text,"마지막으로 보았던 그 인간의 하루는 아주\n외롭고, 아주 어두웠으며, 아주 아주 추웠대.","His final day that Red saw was very\nlonely, very dark, and very, very cold.",61,,,
2,40,61,0,Dot,,anim_default,text,레드는 더 이상 그를 위한\n꿈을 만들 수 없었어.,Red could no longer\nmake dreams for his human.,62,,,
2,40,62,0,Dot,,anim_default,text,"아주 강한 추위 뒤엔 아주\n시커먼 암흑이 뒤따랐고,","For the agonizing cold was\nfollowed by the pitch-black dark,",63,,,
2,40,63,0,Dot,,anim_default,text,그곳에 꿈을 위한 자리는 없었으니까.,dreams had no place among it.,64,,,
2,40,64,0,Dot,,anim_default,text,레드는 그날부터 아주 느리게\n자기 몸을 불태우기로 해.,"From that day on, he\nbegan to burn himself slowly.",65,,,
2,40,65,0,Dot,,anim_default,text,"그를 끌고 갔던 추위를 미워하고, 또 미워하며…\n어떻게든, 이미 늦었더라도, 조금이나마.","Hating the cold that took his human\naway, and hoping, even if it’s too late,",66,,,
2,40,66,0,Dot,,anim_default,text,그를 따스하게 데워 줄 수 있기를 바라며.,to warm his human.,67,,,
2,40,67,0,Dot,,anim_default,text,….,….,68,,,
2,40,68,0,Dot,,anim_default,text,무지를 미워하던 자도 있었어. 그녀는\n자신의 이름을 ‘에디슨’이라 지었지.,There also was someone who hated\nignorance. She named herself Edison.,69,,,
2,40,69,0,Dot,,anim_default,text,둥근 전구 머리에 비해 유독 각진 돌 안경을 쓰던\n그녀는 인간에 대한 끈끈한 탐구욕이 있었지만,"She wore square-rimmed spectacles and\nhad a never-ending curiosity for humans,",70,,,
2,40,70,0,Dot,,anim_default,text,그 집념의 동력은 원망이었어.,but her drive was fuelled by resentment.,71,,,
2,40,71,0,Dot,,anim_default,text,사랑하는 인간이 스스로\n목을 매달 때까지도…,Because not until her beloved\nhuman hung himself…,72,,,
2,40,72,0,Dot,,anim_default,text,"무언가 잘못되어 가고 있다는 것을 전혀 알아차리지\n못했던, 자신의 무지를 향한 원망 말이야.",did Edison realize that something was\nwrong. So she resents her ignorance.,73,,,
2,40,73,0,Dot,,anim_default,text,….,…,74,,,
2,40,74,0,Dot,,anim_default,text,그냥. 그냥. 그냥.,It’s just. Just. Just.,75,,,
2,40,75,0,Dot,,anim_default,text,"그런 아픔들이 군데군데\n널려 있었어, 달에는.",The moon was strewn\nwith all kinds of hurt.,76,,,
2,40,76,0,Dot,,anim_default,text,폐허를 잘 걸을 줄 알게 되는 것…,To be able to walk steadily\nthrough such ruins…,77,,,
2,40,77,0,Dot,,anim_default,text,"폐허를 묵묵히, 소리 없이 견디게 되는 것.","To bear them in silence, without a sound.",78,,,
2,40,78,0,Dot,,anim_default,text,어쩌면 조금은 답답하고\n기형적일지 모르는 방식으로.,"Perhaps, in a way that’s\nfrustrating and deformed.",79,,,
2,40,79,0,Dot,,anim_default,text,이런 것마저도 성장이라\n부르게 되는 걸까….,"I wonder, if even this can be called growth…",80,,,
2,40,80,0,Dot,,anim_default,text,"과연, 그들은 그 단어를 환영할까?",I wonder—will they welcome such a word?,,,,
3,41,81,0,Dot,,anim_default,text,오늘 길을 가다 한 아이와 눈이 마주쳤어.,"Today while on the street I saw\na small child, and our eyes met.",82,,,
3,41,82,0,Dot,,anim_default,text,"그러니까,","That is to say,",83,,,
3,41,83,0,Dot,,anim_default,text,"""눈이 마주쳤어.”",Our eyes met.,84,,,
3,41,84,0,Player,,anim_default,text,응?,Oh?,85,,,
3,41,85,0,Player,,anim_default,text,(잠시만… 다른 사람들이 뭉치를 볼 수 있었던가?),(Wait… can other people see Dot?),86,,,
3,41,86,0,Player,,anim_default,text,(그럴 리가 없을 텐데.),(That can’t be.),87,,,
3,41,87,0,Player,,anim_default,text,눈이 마주쳤다고?,Your eyes met?,88,,,
3,41,88,0,Dot,,anim_default,text,"응. 있지, 보통의 거리들에서 나는\n언제나, 오로지 관찰자로 존재하지.","Yes. You see, I’m merely a\npassive observer on the street.",89,,,
3,41,89,0,Dot,,anim_default,text,"네가 아닌 다른 인간과의 교류는 없었어.\n손인사도, 눈인사도, 심지어 눈맞춤도.",I’ve never interacted with\na human apart from you.,90,,,
3,41,90,0,Dot,,anim_default,text,그들은 어떤 이유에서인지…\n나를 볼 수 없는 것 같았거든.,For some reason… they\ncan't seem to see me.,91,,,
3,41,91,0,Player,,anim_default,text,아마 사람들이 걸어다니는 뭉치를 봤다면,"If people saw you on the street,",92,,,
3,41,92,0,Player,,anim_default,selection,뉴스에 대서특필되었을 거야.|놀라서 자빠졌을걸.,you would make the front page.|they would lose their heads.,93|93,,,
3,41,93,0,Player,,anim_default,text,하여튼. 그래서 무슨 일이 있었던 거야?,Anyway. What happened?,94,,,
3,41,94,0,Dot,,anim_default,text,나는 평소처럼 사람들을 바라보며\n길을 걷고 있었는데 말이야.,I was walking down the street\nobserving people as usual.,95,,,
3,41,95,0,Dot,,anim_default,text,어떤 아이와 눈이 마주쳤어!,When I made eye contact with a child!,96,,,
3,41,96,0,Dot,,anim_default,text,"그 애는 약 오 초 가량 나를 바라보다가,\n다소 벙찐 표정을 짓다가…",He stared at me with a stunned expression…,97,,,
3,41,97,0,Dot,,anim_default,text,눈을 끔뻑거리더니 손에 쥔\n아이스크림을 바닥에 떨어뜨렸지.,"and blinked a couple of times,\nbefore dropping his ice cream.",98,,,
3,41,98,0,Player,,anim_default,selection,"저런, 아이스크림 아까워서 어떡해.|저런, 먹지도 못해서 속상했겠다.","Oh no, what a waste.|Poor boy. He must have been crushed.",99|99,,,
3,41,99,0,Dot,,anim_default,text,"나는 “안녕, 꼬마야. 처음 보네.”라고 했어.","I said, “Hello, boy. Today we meet.”",100,,,
3,41,100,0,Dot,,anim_default,text,"“넌 누구야?”, 그 애가 속삭이며 날\n더 가까이 보기 위해 쪼그려 앉았지.","“Who are you?” the boy whispered,\ncrouching down to get a closer look at me.",101,,,
3,41,101,0,Dot,,anim_default,text,그래서 이렇게 대답해 주었어.\n“난 뭉치야. 달에서 왔어.”,“I’m Dot. I come from the moon—”,102,,,
3,41,102,0,Dot,,anim_default,text,“달의 어두운 뒤편 말이야.” 너 아닌 누군가가\n처음으로 나의 이름을 알게 된 거야!,"“The dark side of it,” I replied. He’s the first\nperson to know my name apart from you!",103,,,
3,41,103,0,Player,,anim_default,text,제법 역사적인 순간인걸!\n그 애가 뭐라고 대답했어?,A historical moment! And\nwhat did he say to that?,104,,,
3,41,104,0,Dot,,anim_default,text,"달에 ‘뒤편’이 있을 줄 몰랐대. 아이는 항상\n지구의 하늘에서, 달의 밝은 면만 보았으니까.",He told me that he never knew\nthere was a dark side of the moon.,105,,,
3,41,105,0,Dot,,anim_default,text,그래서 난 정정해 주었어. “달의 뒤편이 존재하고\n말고. 그곳엔 아름다운 공장도 있어!”,"So I said “There is, in fact. There’s\nalso a beautiful factory over there.”",106,,,
3,41,106,0,Dot,,anim_default,text,“무슨 이유에서인지 인간과 그들의 우주 카메라는\n전혀 눈치채지 못하는 것 같지만.”,"“Somehow humans and their space\ncameras never seem to notice, though.”",107,,,
3,41,107,0,Player,,anim_default,text,그랬더니 뭐라고 해?,And what did he say?,108,,,
3,41,108,0,Player,,anim_default,text,안 믿지 않아?,"He didn’t believe you, did he?",109,,,
3,41,109,0,Dot,,anim_default,text,"아니, 그 애는 내 말을 믿어 주었는걸?\n나에게 이런저런 질문도 했어!","No, he did believe me. He\neven asked questions about it.",110,,,
3,41,110,0,Dot,,anim_default,text,“무엇을 만드는 공장인데?”,"“What do they make?\nIn that factory?”, he said.",111,,,
3,41,111,0,Dot,,anim_default,text,“꿈을 만드는 공장이야.”,"So I told him, “They make dreams.”",112,,,
3,41,112,0,Dot,,anim_default,text,“어떤 꿈?”,“What kind of dream?”,113,,,
3,41,113,0,Dot,,anim_default,text,"“자장가들의 꿈. 밤, 별, 그리고 달의 꿈.”\n이 말을 들은 그 애는 아주 들떠 보였어!","“The bedtime kind of dream. The night,\nthe star, the moon kind of dream.”",114,,,
3,41,114,0,Dot,,anim_default,text,"“우와, 신기하다!” 눈송이처럼 순수한\n눈을 하고, 함박웃음을 지었어.",“Oh. That’s nice.” His smile\nwas as pure as a snowflake.,115,,,
3,41,115,0,Dot,,anim_default,text,잠시 침묵하다 그 애는 아주\n조심스러운 눈치로 이런 질문을 했어.,"After remaining silent for a\nwhile, he carefully asked,",116,,,
3,41,116,0,Dot,,anim_default,text,“그런데… 내 어린 여동생을 위해 조금만 더\n다정한 꿈을 만들어 달라고 부탁할 수 있을까?”,“Could you tell them to make\nsweeter dreams for my little sister?”,117,,,
3,41,117,0,Dot,,anim_default,text,“요즘 자주 악몽을 꿔.”,“She’s been having nightmares lately.”,118,,,
3,41,118,0,Dot,,anim_default,text,"“사악한 괴물, 귀신, 그리고 이빨이\n아주 많은 짐승들이 걔를 사냥한대.”","“Monsters, ghosts, and beasts with a\ngreat number of teeth hunt her down.”",119,,,
3,41,119,0,Dot,,anim_default,text,“동생은 몸을 숨길 장롱을 찾으려 하지만…\n그들이 먼저 자기를 잡아 버린대.” 아이는 시무룩해졌어.,"She tries to find a closet to hide… but\nthey catch her first,” the boy frowned.",120,,,
3,41,120,0,Player,,anim_default,selection,못된 꿈이네. 어린 아이가 많이 무섭겠다.|그 나이에는 다 괴물들을 무서워하지.,What an awful dream. She must be so scared.|All children that age are afraid of monsters.,121|121,,,
3,41,121,0,Dot,,anim_default,text,"나는 뭉클해진 마음으로, “닿을지는 모르겠지만\n그 말을 전달해 주려 노력해 볼게.” 했지.","So I said, “I’m not sure if I can\nreach them from here, but I’ll try.”",122,,,
3,41,122,0,Player,,anim_default,selection,(따뜻한 이야기에 감동한다.)|(해결책을 고민해 본다.),(Be moved by the story.)|(Think of a solution.),123|126,,,
3,41,123,0,Player,,anim_default,text,따뜻하고 사랑스러운 아이야….\n꼭 소원이 이루어지도록 돕고 싶어.,"What a sweet, lovely child… I would\nreally like to make his wish come true.",124,,,
3,41,124,0,Player,,anim_default,text,"아, 달 송신기를 사용해서 그 애의 소원을 전달할\n수 있겠어! 오늘 밤 달에 편지를 보내 볼게.","Oh, how about using the moon\ntransmitter! I’ll send a letter tonight.",125,,,
3,41,125,0,Dot,,anim_default,text,"너의 따뜻함은 나를 언제나\n감동하게 해. 고마워, <nickname>!","Your kindness always moves\nme. Thank you, <nickname>!",130,,,
3,41,126,0,Player,,anim_default,text,그 아이의 소원이 이루어질\n방법이 있으려나….,I wonder if there’s a way\nfor his wish to come true…,127,,,
3,41,127,0,Player,,anim_default,text,"아, 달 송신기를 사용해서 그 애의 소원을 전달할\n수 있겠어! 오늘 밤 달에 편지를 보내 볼게.","Oh, how about using the moon\ntransmitter? I’ll send a letter tonight.",128,,,
3,41,128,0,Dot,,anim_default,text,"너의 현명함은 언제나 나에게\n큰 영감이 돼. 고마워, <nickname>!","Your wiseness always inspires\nme. Thank you, <nickname>!",129,,,
3,41,129,0,Player,,anim_default,text,"하하, 내 손으로 두 아이를 행복하게 할 수\n있다면야! 아무튼, 다시 이야기해 줄래?","I’m glad I could help!\nAnyways, back to the story?",130,,,
3,41,130,0,Dot,,anim_default,text,"응, 응! 그런데 그때.","Yes, yes! It was just then.",131,,,
3,41,131,0,Dot,,anim_default,text,그 남자아이를 잡아채는 손길이\n나타났어. “엄마!” 아이가 외쳤지.,That someone tugged him from\nbehind. “Mom!” the boy yelled.,132,,,
3,41,132,0,Dot,,anim_default,text,“잠깐도 못 기다리고 쪼그려\n앉아서… 바지가 다 더러워졌잖니.”,“What were you doing crouched\non the floor! Your pants are all dirty.”,133,,,
3,41,133,0,Dot,,anim_default,text,"“엄마, 엄마, 얘는 뭉치래요. 달에서\n왔대요! 달의 어두운 뒤편에서요.”","“Mom, this is Dot. They come from\nthe moon, the darker side of it!”",134,,,
3,41,134,0,Dot,,anim_default,text,"“그곳에 있는 꿈 공장에 대해서도 이야기\n해 줬어요!” 아이가 신나서 이야기하는데,",“They told me all about the moon\nfactory there!” the child exclaimed.,135,,,
3,41,135,0,Dot,,anim_default,text,"“상상력이 풍부하구나. 그런데\n지우야, 그런 건 존재하지 않는단다.”","“That’s nice, dear. But Andy, none of\nthose things are real,” said the mother.",136,,,
3,41,136,0,Dot,,anim_default,text,"“책은 책으로만 읽어야지, 과도한 상상은\n좋지 않아. 집에 가자.” 엄마는 그를 타일렀지.","“They only exist in books. Let’s go home,”\n the mother persuaded him,",137,,,
3,41,137,0,Player,,anim_default,selection,(아이에게 공감하며 탄식한다.)|(가만히 이야기를 듣는다.),(Sympathize with his predicament.)|(Keep on listening.),138|139,,,
3,41,138,0,Player,,anim_default,text,아이고…. 꼬마가 제법 속상했겠어.,Oh no… he must have been quite upset.,140,,,
3,41,139,0,Player,,anim_default,text,그랬구나….,I see…,140,,,
3,41,140,0,Dot,,anim_default,text,뒤를 돌아보는 아이와 마지막으로\n눈을 맞추며 자문했어.,"The boy turned around one last time,\nand as our eyes met I asked myself;",141,,,
3,41,141,0,Dot,,anim_default,text,"어른이 된다는 건, 달 뒤편에서 온 생명체와\n꿈 공장의 존재를 믿지 못하게 된다는 걸까?","Does growing up mean no longer believing \nin the moon beings, in the dream factory… in me?",142,,,
3,41,142,0,Player,,anim_default,text,어른의 세계는 아이의 것보다 억세고 건조해.\n그래서 믿을 능력을 잃어버린 사람들이 많아.,Adults live in a tougher and drier world.\nSo lots of people lose the ability to believe.,143,,,
3,41,143,0,Dot,,anim_default,text,"아, 아… 음.","Oh, oh… well.",144,,,
3,41,144,0,Dot,,anim_default,text,"그 아이의 순수함은 어쩌면 그 애가\n떨어뜨렸던 아이스크림처럼,",Perhaps his innocence is like\nthe ice cream he dropped.,145,,,
3,41,145,0,Dot,,anim_default,text,처음엔 신선하게 사각거리다가도… 시간이\n지나 어른이 될 즈음이면 다 녹아 끈적해져서,"Fresh and crisp at first… but a sticky\npuddle by the time he’s an adult,",146,,,
3,41,146,0,Dot,,anim_default,text,"‘으으, 걸리적거려.’","making him mutter, “Blegh, what a mess,”",147,,,
3,41,147,0,Dot,,anim_default,text,하며 깨끗하게 닦아내 버리고\n싶게 되는—그런 게 아닐까.,before wiping it away—\nor something like that.,148,,,
3,41,148,0,Player,,anim_default,text,순수를 잃은 어른들은 ‘못’\n믿게 되는 게 아닐 수 있겠어.,Perhaps it’s not that adults\n<i>can’t<\i> believe anymore.,149,,,
3,41,149,0,Player,,anim_default,text,"더 이상 보고 싶지 않기 때문에 부러 눈을\n감아 버리거나, 돌려 버리는 것 아닐까?",Perhaps they close their eyes or avert their\ngaze because they don’t want to see.,150,,,
3,41,150,0,Player,,anim_default,text,믿을 능력을 잃어버린 게\n아니라 스스로 버린 것일지도.,Perhaps they throw away the\nability to believe of their own will.,151,,,
3,41,151,0,Dot,,anim_default,text,…. 그렇게 어떤 것들은 사라지겠지.,…. And so some things are lost.,152,,,
3,41,152,0,Dot,,anim_default,text,아주 영영.,Forever.,,,,
4,42,153,0,Dot,,anim_default,text,말도 안 돼! 막 걸음마를 뗀\n아기 양의 솜털처럼 보드라워…,No way! It’s as soft as a baby\nlamb that just took its first steps…,154,,,
4,42,154,0,Player,,anim_default,text,"<nickname>, 나 알겠어!","<nickname>, I know!",155,,,
4,42,155,0,Dot,,anim_default,text,얼마 전에 책에서 ‘페가수스’라고\n불리우는 전설적인 동물을 봤어.,I read about a legendary creature\nnamed Pegasus a while ago.,156,,,
4,42,156,0,Dot,,anim_default,text,그는 찬란히 빛나는 날개에 아름다운\n말의 몸을 가지고 있었지.,"It had brilliant, radiant wings and\nthe beautiful body of a horse.",157,,,
4,42,157,0,Dot,,anim_default,text,눈을 떼기 어려울 정도로 말이야.,Mesmerizing.,158,,,
4,42,158,0,Dot,,anim_default,text,여리지만 우아해. 이것은 그의\n깃털을 엮어 만든 게 분명해!,Delicate but elegant. This thing\nmust be made out of its feathers!,159,,,
4,42,159,0,Dot,,anim_default,text,오로지 나를 위해 이 귀하고\n황홀한 선물을 가지고 와 준 거야?,You brought this precious\nglorious present just for me?,160,,,
4,42,160,0,Player,,anim_default,selection,(페가수스는 없다. 반박한다.)|(틀렸지만 뭉치의 행복을 지켜 준다.),"(Pegasi aren’t real. Refute.)|(Incorrect, but protect Dot’s happiness nonetheless.)",161|166,,,
4,42,161,0,Player,,anim_default,text,너만을 위한 선물을 맞아!,"It is a gift, just for you!",162,,,
4,42,162,0,Player,,anim_default,text,하지만 페가수스는 아마\n존재하지 않을 거야.,But I don’t think pegasi are real.,163,,,
4,42,163,0,Dot,,anim_default,text,그럼 이건 누구의 깃털이야?,Then whose feathers are these?,164,,,
4,42,164,0,Player,,anim_default,text,실은 누구의 깃털도 아니야.,"Actually, they don’t belong to anyone.",165,,,
4,42,165,0,Player,,anim_default,text,인간들은 손재주가 좋아 얇은 실 하나로도\n이렇게 멋진 걸 만들어 낼 수 있거든!,"Talented people can make all\nthis out of thread. Neat, right?",168,,,
4,42,166,0,Player,,anim_default,text,그럼! 네가 이걸 좋아할\n것 같다는 생각이 들었어.,Of course! I had a feeling you’d like it.,167,,,
4,42,167,0,Dot,,anim_default,text,"밖에서도 나를 생각해주다니,\n두 번째 선물처럼 느껴져.","That’s so thoughtful of you,\nit feels like a second gift.",168,,,
4,42,168,0,Dot,,anim_default,text,그럼… 이 물건의 이름은 뭐야?,So… what’s it called?,169,,,
4,42,169,0,Player,,anim_default,text,그건 ‘드림 캐쳐’라고 불러. 인간이\n잠을 잘 때 침대맡에 걸어 두는 거야.,It’s called a ‘dreamcatcher’. People hang\nit over a bed before they go to sleep.,170,,,
4,42,170,0,Player,,anim_default,text,그건 우리들의 악몽을\n그물처럼 포획해 주거든.,It catches our nightmares like a net would.,171,,,
4,42,171,0,Player,,anim_default,text,"악몽을 걸러 줘 좋은 꿈만 꾸게 하고,\n잠을 푹 잘 수 있도록 하는 친구야.","So that we dream only of sweet\nthings, and get a good night’s sleep.",172,,,
4,42,172,0,Dot,,anim_default,text,…!!,…!!,173,,,
4,42,173,0,Player,,anim_default,text,"뭉치, 왜 그래?","What is it, Dot?",174,,,
4,42,174,0,Dot,,anim_default,text,"<nickname>, 누군가를 편히 잠들게\n한다는 건 아무나 할 수 없는 일이야!","<nickname>, helping someone\nfall asleep is no small feat!",175,,,
4,42,175,0,Dot,,anim_default,text,고민거리가 많은 이들은\n어둠에 따스히 잠기지 못해.,Some find it hard to submerge themselves\ninto the welcoming darkness of the night.,176,,,
4,42,176,0,Dot,,anim_default,text,낮 동안 숨어 있던 서늘한 감정들이\n방문을 두드리며 찾아오니까.,That’s when their doubts that hide\nin the shadows come out to play.,177,,,
4,42,177,0,Dot,,anim_default,text,"그러니까 ‘드림 캐처’는,\n잠의 문지기 같은 거야!","So basically, dreamcatchers\nare the ‘Keeper of the Night’!",178,,,
4,42,178,0,Dot,,anim_default,text,깊은 밤의 차가움으로부터\n인간의 수면을 지켜주고 있는!,They keep you safe from\nthe chills of the night!,179,,,
4,42,179,0,Dot,,anim_default,text,…… 다정해. 듬직해.,…… Kind. Trustworthy.,180,,,
4,42,180,0,Dot,,anim_default,text,김이 모락모락 나는 부드러운 우유\n한 컵과 함께하면 못 이길 악몽이 없겠지.,"This with a cup of warm milk, and\nno nightmare stands a chance.",181,,,
4,42,181,0,Dot,,anim_default,text,이게 나와 함께 잠들게 되다니 꿈만 같아!,It feels like a dream to be\nable to go to sleep with this!,182,,,
4,42,182,0,Dot,,anim_default,text,…….,…….,183,,,
4,42,183,0,Dot,,anim_default,text,…….,…….,184,,,
4,42,184,0,Dot,,anim_default,text,"아, 음.","Oh, but.",185,,,
4,42,185,0,Player,,anim_default,text,"왜 그래, 뭉치?","What’s wrong, Dot?",186,,,
4,42,186,0,Dot,,anim_default,text,"그런데, 그런데.","But, but.",187,,,
4,42,187,0,Dot,,anim_default,text,"있지, 그럼 포획된 악몽들은 어디로 가?","Where do captured nightmares go, then?",188,,,
4,42,188,0,Player,,anim_default,text,"글쎄, 나도 모르겠네.","Well, I don’t know either.",189,,,
