Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,KorText,EngText,NextLineKey,DeathNote,AfterScript,Exeption
2,16,42,0,Player,,anim_idle,text,영원히 아이 같은 뭉치.,"Dot, the eternal child.",43,,,
2,16,43,0,Player,,anim_eyesblink,text,넌 인간이 아니니까 가능할지도 모르겠다! \n응원하고 싶어.,You’re not human so it might be possible!\nI’d like to cheer you on.,44,,,
2,16,44,0,Player,,anim_idle,text,"하지만 계속 지금의 천진한 뭉치로 남아\n있다면, 꿈 또한 될 수 없는 것 아니야?","But if you remain innocent forever,\nwon’t you have to give up on being a dream?",45,,,
2,16,45,0,Player,,anim_idle,text,…,…,46,,,
2,16,46,0,Dot,,anim_eyesdown_turn,text,어…? 어…. 어……. 그건 정말이지\n생각도 못한 불상사인데…….,Oh…? Oh…. Well…… Quite the unexpected\nand unfortunate outcome…….,47,,,
2,16,47,0,Player,,anim_idle,text,(나도 어릴 땐 자라는 게 무서웠지.)|(나는 빨리 어른이 되고 싶었었는데….),(I was scared to grow up once too.)|(I couldn’t wait to grow up….),48|50,,,
2,16,48,0,Player,,anim_eyesblink,text,나도 어릴 땐 자라나고 싶지 않았어.\n너의 마음을 알아.,I was scared to grow up once too.\nI know how you feel.,49,,,
2,16,49,0,Player,,anim_idle,text,"하지만 뭉치야, 자라나는 건\n생각만큼 두려워할 일이 아니야!","But Dot, growing up isn’t\nsomething to be afraid of!",55,,,
2,16,50,0,Player,,anim_idle,text,"뭉치, 그것 알아? 나는 빨리 어른이\n되고 싶어 하던 아이였어.","You know what, Dot? I couldn’t wait\nto grow up when I was young.",51,,,
2,16,51,0,Player,,anim_eyesblink,text,자라나는 건 생각보다 신나는 일이었거든!,Growing up was so much\nmore exciting than I’d thought!,55,,,
2,16,52,0,Player,,anim_idle,text,그런데 책 속이 아닌 실제의\n세계 속에서는 그러기 어려워.,"Maybe in books, but it’s hard\nto do so in the real world.",53,,,
2,16,53,0,Player,,anim_idle,text,"모든 아이는 자라나기 마련이고,","All children grow,",54,,,
2,16,54,0,Player,,anim_eyesblink,text,뭉치 또한 이루고 싶은 꿈이 있으니까\n천천히 시간이 흐르며 자라나겠지.,"and so will you, because you have\nsomething you want to achieve.",55,,,
2,16,55,0,Dot,,anim_idle,text,너 역시 ‘자라난’ 거야?,Did you ‘grow’ too?,56,,,
2,16,56,0,Player,,anim_idle,text,"그럼, 나도 더 이상 어린 아이가 아니지.","Of course, I’m not a child anymore.",57,,,
2,16,57,0,Player,,anim_eyesblink,text,나도 처음에는 아쉬웠어. 자라나기 위해\n하늘을 뛰노는 자유를 잃어야 하니까.,I wasn’t happy at first either. I was\nno longer free to romp about the sky.,58,,,
2,16,58,0,Player,,anim_idle,text,하지만 뛰노는 자유를 잃은 대신\n나에겐 또 다른 힘이 생겼어.,"But in losing that freedom I gained 
\na different kind of strength.",59,,,
2,16,59,0,Dot,,anim_idle,text,어떤 힘?,The power to do what?,60,,,
2,16,60,0,Player,,anim_eyesblink,selection,스스로 결정을 내릴 수 있는 힘.|자신을 정의해 나갈 수 있는 힘.,To decide for myself.|To define myself.,61|85,,,
2,16,61,0,Player,,anim_idle,text,누군가에게 의지할 필요 없이\n스스로 결정을 내릴 수 있는 힘.,The power to make decisions for myself\n without having to rely on others.,62,,,
2,16,62,0,Player,,anim_idle,text,그 힘은 곧 책임감과 또 다른\n모양의 자유를 동시에 쥐여 줬어.,"And that power gave me responsibility,\nas well as a different form of freedom.",63,,,
2,16,63,0,Player,,anim_eyesblink,text,책임 없이 마냥 뛰놀 수 있던\n아이의 자유와는 달라.,Not like that of a naive child\nwith no responsibilities.,64,,,
2,16,64,0,Player,,anim_idle,text,하나를 얻기 위해 당연히\n하나를 잃어야 하는 세상 속에서,In a world where to gain something\nmeans to lose something,65,,,
2,16,65,0,Player,,anim_idle,text,"무엇을 얻고 잃을지를 나의 의지대로 선택하고,\n그 결과를 책임지고자 하는 자유지.","I’m free to decide what I’ll lose and gain,\nand free to face the consequences.",66,,,
2,16,66,0,Dot,,anim_eyesblink,text,인간들에게는 그런 힘이\n생기는구나. 나에게도 그럴까?,I didn’t know humans gained that kind of\n strength. Will I have it too someday?,67,,,
2,16,67,0,Dot,,anim_idle,text,꿈이 된 후에?,After I become a dream?,68,,,
2,16,68,0,Player,,anim_idle,selection,글쎄….|그럼.,Well….|Of course.,69|73,,,
2,16,69,0,Player,,anim_eyesblink,text,"글쎄, 미래를 확신할 수는 없겠지.","Well, we can’t say for certain just yet.",70,,,
2,16,70,0,Player,,anim_idle,text,하지만 어떠한 강렬한 꿈들은\n나의 하루를 종일 뒤흔들기도 했어.,But some striking dreams would\nrock my day from start to finish.,71,,,
2,16,71,0,Player,,anim_idle,text,아주 잔잔한 물결처럼\n아침을 울리던 꿈들도 있었지.,And others would echo in my\nmornings like gentle ripples.,72,,,
2,16,72,0,Player,,anim_eyesblink,text,"뭉치가 울림을 주는 꿈이 된다면,\n힘이 생겼다고 말할 수 있을 거야.","If you become a dream that echoes within,\nthat would mean you have that strength.",78,,,
2,16,73,0,Player,,anim_idle,text,"그럼. 한 사람의 아침을 좌우할 수 있는 힘,",Of course. The strength to determine\n someone’s morning.,74,,,
2,16,74,0,Player,,anim_idle,text,한 사람의 무의식에 하나의 점을\n남길 수 있는 힘이 주어지지 않을까?,Wouldn’t you have the strength to leave a\n single blot on someone’s subconscious?,75,,,
2,16,75,0,Dot,,anim_eyesblink,text,…!,…!,76,,,
2,16,76,0,Dot,,anim_move,text,하나의 점! 동그란 나를 닮은?,A single blot! Round like me?,77,,,
2,16,77,0,Player,,anim_idle,selection,"응, 이왕이면 끈적거리는 점.|응, 이왕이면 눈썹도 찍힌 점.","Yes, and a sticky one to boot.|Yes, one with eyebrows to boot.",78|78,,,
2,16,78,0,Player,,anim_eyesblink,text,그리고 지금의 너에게도 힘이 있는 걸.,And you’re strong in your\nown way right now too.,79,,,
2,16,79,0,Dot,,anim_idle,text,아직은 보이지 않지만….,I don’t see it just yet….,80,,,
2,16,80,0,Dot,,anim_idle,text,정말 <nickname>의 말처럼\n어딘가에 숨어 있을지 몰라.,"But it might be hiding\nsomewhere, like you said.",81,,,
2,16,81,0,Dot,,anim_eyesdown,text,내 작고 검은 몸 사이에 꽂혀 있다거나….,Pinned somewhere in my small black body….,82,,,
2,16,82,0,Dot,,anim_eyescorner,text,으음. 으으으음….,Hm. Hmmm….,83,,,
2,16,83,0,Dot,,anim_eyesside,text,그때의 나는 어떻게 변해 있을까?,I wonder how different I’ll be?,84,,,
2,16,84,0,Dot,,anim_eyesup,text,"어떤 자유를 누리며,\n어떤 책임을 지고 있을까?","What freedoms will I have, and\nwhat responsibilities will I bear?",110,,,
2,16,85,0,Player,,anim_eyesblink,text,자신을 무한히 정의해 나갈 수 있는 힘.,The power to define myself infinitely.,86,,,
2,16,86,0,Player,,anim_idle,text,어른이 되었다는 게 성장이\n끝났다는 뜻은 아니야.,Being an adult doesn’t mean\nyou’re done growing up.,87,,,
2,16,87,0,Player,,anim_idle,text,"자신과 긴밀하게 소통하며\n진정으로 원하는 것을 찾아가는 기회,","You’ll be gifted with the opportunity\nto communicate with yourself,",88,,,
2,16,88,0,Player,,anim_eyesblink,text,자유롭게 나를 정의해 나갈 수 있는\n기회를 매일 매일 선물받게 되거든.,"discover what you truly want,\nand define yourself freely, every day.",89,,,
2,16,89,0,Player,,anim_idle,text,성장의 새로운 챕터가\n시작되었다고 볼 수도 있을 거야!,It will be like a brand new\nchapter of your growth!,90,,,
2,16,90,0,Player,,anim_idle,text,"무거운 책임감이 부여되기도 하지만,\n그만큼 재미있고 벅차오르는 일이야.","It requires responsibility, but more than\nworth it. It’s that fun and exciting.",91,,,
2,16,91,0,Dot,,anim_eyesblink,text,인간들에게는 그런 힘이 생기는구나.\n나에게도 그럴까?,I didn’t know humans gained that kind of\nstrength. Will I have it too someday?,92,,,
2,16,92,0,Dot,,anim_idle,text,꿈이 된 후에?,After I become a dream?,93,,,
2,16,93,0,Player,,anim_idle,selection,글쎄….|그럼.,Well….|Of course.,94|98,,,
2,16,94,0,Player,,anim_eyesblink,text,"글쎄, 미래를 확신할 수는 없겠지.","Well, we can’t say for certain just yet.",95,,,
2,16,95,0,Player,,anim_idle,text,하지만 어떠한 강렬한 꿈들은\n나의 하루를 종일 뒤흔들기도 했어.,But some striking dreams would\nrock my day from start to finish.,96,,,
2,16,96,0,Player,,anim_idle,text,아주 잔잔한 물결처럼\n아침을 울리던 꿈들도 있었지.,And others would echo my\nmornings like gentle ripples.,97,,,
2,16,97,0,Player,,anim_eyesblink,text,"뭉치가 울림을 주는 꿈이 된다면,\n힘이 생겼다고 말할 수 있을 거야.","If you become a dream that moves people,\nthat will mean you have that strength.",103,,,
2,16,98,0,Player,,anim_idle,text,"그럼. 한 사람의 아침을 좌우할 수 있는 힘,",Of course. The power to determine\nsomeone’s morning.,99,,,
2,16,99,0,Player,,anim_idle,text,한 사람의 무의식에 하나의 점을\n남길 수 있는 힘이 주어지지 않을까?,Wouldn’t you have the power to leave a\nsingle blot on someone’s subconscious?,100,,,
2,16,100,0,Dot,,anim_eyesblink,text,…!,…!,101,,,
2,16,101,0,Dot,,anim_idle,text,하나의 점! 동그란 나를 닮은?,A single blot! Round like me?,102,,,
2,16,102,0,Player,,anim_idle,selection,"응, 이왕이면 끈적거리는 점.|응, 이왕이면 눈썹도 찍힌 점.","Yes, and a sticky one to boot.|Yes, one with eyebrows to boot.",103|103,,,
2,16,103,0,Player,,anim_eyesblink,text,그리고 지금의 너에게도 힘이 있는 걸.,And you have power just now too.,104,,,
2,16,104,0,Dot,,anim_idle,text,아직은 보이지 않지만….,I don’t see it just yet….,105,,,
2,16,105,0,Dot,,anim_idle,text,정말 <nickname>의 말처럼\n어딘가에 숨어 있을지 몰라.,"But it might be hiding\nsomewhere, like you said.",106,,,
2,16,106,0,Dot,,anim_eyesdown,text,내 작고 검은 몸 사이에 꽂혀 있다거나….,Pinned somewhere in my small black body….,107,,,
2,16,107,0,Dot,,anim_eyescorner,text,으음. 으으으음….,Hm. Hmmm….,108,,,
2,16,108,0,Dot,,anim_eyesside,text,그때의 나는 어떻게 변해 있을까.,I wonder how different I’ll be?,109,,,
2,16,109,0,Dot,,anim_eyesup,text,"어떤 자유를 누리며, 어떤 이름으로\n스스로를 부르고 있을까?","What freedoms will I have, and\nwhat responsibilities will I bear?",110,,,
2,16,110,0,Player,,anim_eyesblink,text,"성장에 성장에 성장을, 변화에 변화를\n거듭하면서도 내가 꾹 쥐고 있는 게 있다면","Constant growth, constant change.\nBut if there’s something I hold tight to,",111,,,
2,16,111,0,Player,,anim_idle,text,그걸 바라보며 나에게 뭐가 제일\n소중한 것인지를 알아갈 수 있을 거야.,I’ll be able to look at it and learn\nwhat matters most to me.,112,,,
2,16,112,0,Player,,anim_idle,selection,성장을 가장 소중히 여기게 될지도 몰라.|그것을 알게 되는 것이 바로 성장일지 몰라.,And what matters most to me might be growth.|And maybe that’s what growth is.,113|113,,,
2,16,113,0,Dot,,anim_eyesblink,text,"응, 맞아! 성장한다는 게 생각보다\n두려운 게 아닐지도 모르겠어.",You’re right! Growing up might\nnot be so scary after all.,114,,,
2,16,114,0,Dot,,anim_idle,text,분명 불안해지지만…,I’m still anxious…,115,,,
2,16,115,0,Dot,,anim_idle,text,지금의 떨림 안엔 설렘도 함께\n돌아다니는 것 같거든.,"but it’s a good kind of anxious,\nlike trembling butterflies.",,,,
3,17,116,0,Dot,,anim_eyesblink,text,"<nickname>, 처음으로 눈을 떴던 순간,\n넌 어떤 기분이었어?","<nickname>. What was it like, when you,\nopened your eyes for the first time?",117,,,
3,17,117,0,Player,,anim_idle,text,처음으로 눈을 떴던 순간?,When I opened my eyes for the first time?,118,,,
3,17,118,0,Player,,anim_idle,selection,잘 이해가 안 돼.|그게 무슨 뜻이야?,I don’t understand.|What do you mean?,119|119,,,
3,17,119,0,Dot,,anim_eyesblink,text,그러니까… 네가 세상에 태어나\n처음으로 두 눈을 뜨게 되었던 순간 말이야.,"When you came into this world, and,\nopened your eyes for the first time.",120,,,
3,17,120,0,Dot,,anim_idle,text,그 순간은 어땠어? 너에게\n어떤 기억으로 남아 있어?,"Looking back on that moment,,\nwhat do you see?",121,,,
3,17,121,0,Player,,anim_idle,selection,(솔직하게 대답한다.)|(장난스럽게 대답한다.),(Be honest.)|(Be playful.),122|123,,,
3,17,122,0,Player,,anim_eyesblink,text,"음, 고백하지만 처음 눈을 떴던\n순간은 전혀 기억나지 않아.","Well, to be honest, I can’t remember,\nwhat it was like at all.",124,,,
3,17,123,0,Player,,anim_idle,text,너무 오래 지난 일이라 살아오던\n길에 실수로 기억을 잃어버렸어!,"Foggy nothingness. Seems,\nI’ve misplaced that certain memory.",124,,,
3,17,124,0,Dot,,anim_idle,text,첫 숨을 틔워 내며 세계를\n온몸으로 감각한 순간인데도?,"But it was the first time the,\nworld flooded your senses!",125,,,
3,17,125,0,Dot,,anim_eyesblink,text,그다지도 강렬하고 아름다운 찰나에\n 대한 기억이 없단 말이야? 어째서?,"Such a powerful moment,,\nand you remember nothing? How?",126,,,
3,17,126,0,Player,,anim_idle,text,인간들에게는 주기적으로 ‘망각’이라는 것이 찾아와.,Humans periodically ‘forget’ things.,127,,,
3,17,127,0,Player,,anim_idle,text,"기억을 잃는다는 뜻인데,","As in, we lose our memories.",128,,,
3,17,128,0,Player,,anim_eyesblink,text,"그래서 아주 오랜 기억들은 대개 휘발되거나,\n어렴풋한 잔상으로나마 존재하게 돼.","So old memories either evaporate,\nor barely linger as vague images.",129,,,
3,17,129,0,Dot,,anim_eyesup_turn,text,망각. 망각…. 생소하지만 이해하고 싶어.,"Forgetting…. an unfamiliar concept,,\nbut one I’d like to comprehend.",130,,,
3,17,130,0,Dot,,anim_idle,text,시간이 필요해. 나중에 다시 망각에\n대한 이야기를 나눌 수 있었으면 좋겠다.,"I need time to absorb this.,\nI hope we’ll talk about ‘forgetting’ later.",131,,,
3,17,131,0,Player,,anim_eyesblink,text,음….,Well…,132,,,
3,17,132,0,Player,,anim_idle,text,뭉치 너는?,"What about you, Dot-who-doesn’t-forget?",133,,,
3,17,133,0,Player,,anim_idle,text,"망각 없는 너에게, 최초로 눈을 뜬\n순간은 어떠한 기억으로 남아 있어?","What was it like to open,\nyour eyes for the very first time?",134,,,
3,17,134,0,Player,,anim_eyesblink,selection,공유해 줄 수 있어?|이야기해 줘. 궁금해.,Share it with me?|Tell me. I’m curious.,135|135,,,
3,17,135,0,Dot,,anim_eyescorner,text,응. 내가 최초로 눈을 뜬 순간.,Alright. The very first time.,136,,,
3,17,136,0,Dot,,anim_eyescorner,text,그건 처음 느껴 본 ‘생’의 감각이었어.,It was my first time experiencing life.,137,,,
3,17,137,0,Dot,,anim_eyesside,text,처음 가져 보는 눈알과 씨름하느라 그를\n제대로 살피기까지는 오랜 시간이 걸렸는데.,"My first pair of eyeballs, too, so it took,\na while to get a good look at him.",138,,,
3,17,138,0,Dot,,anim_idle,text,조금 적응이 되니 눈 앞에 고요하지만\n뜨겁게 일렁이는 형체가 보였어.,"But when I finally did, I saw a silent,\nbut flickering body of heat.",139,,,
3,17,139,0,Dot,,anim_eyesblink,text,불을 닮은 소년이었지.,It was a boy with flaming red hair.,140,,,
3,17,140,0,Player,,anim_idle,text,소년? 그도 꿈 공장의 직원이었던 거야?,A boy? Was he also a factory worker?,141,,,
3,17,141,0,Dot,,anim_idle,text,"아니. 꿈 공장 위에도 달 사람들은\n살겠지만… 나와 함께 있던 이들은,","No. There must be moon people,\nabove the factory, but the ones I met",142,,,
3,17,142,0,Dot,,anim_eyesdown,text,꿈 공장 아래에 살았어. 꿈 폐기물이\n버려지던 구덩이인 ‘크레이터’를 청소하며.,"lived under the factory. Cleaning the,\nCrater where dream filth is discarded.",143,,,
3,17,143,0,Player,,anim_idle,text,"아, 그렇구나.","Oh, I see.",144,,,
3,17,144,0,Player,,anim_idle,text,(크레이터 청소부라니. 꿈 공장 위와\n아래의 풍경이 사뭇 다른가 보네….),"(Crater Cleaners. I guess hierarchy,\nexists everywhere, even on the Moon.)",145,,,
3,17,145,0,Dot,,anim_eyesblink,text,….,….,146,,,
3,17,146,0,Player,,anim_idle,text,그러면 그 불 소년이 네가 눈을\n뜨는 것을 도와주었던 거야?,So did the fire boy help you open your eyes?,147,,,
3,17,147,0,Dot,,anim_idle,text,"응, <nickname>, 직감적으로 알 수 있었어.","Yes, <nickname>, I just knew.",148,,,
3,17,148,0,Dot,,anim_eyesblink,text,"손에 분필이 들려 있었던 것으로 보아,\n나에게 눈을 그려 주었던 건 그였을 거야.","From the chalk in his hands, I knew,\nhe was the one to drew me my eyes.",149,,,
3,17,149,0,Dot,,anim_idle,text,너에게 눈을 그려 준?,Draw you your eyes?,150,,,
3,17,150,0,Dot,,anim_move,text,"응, 우연히 바닥에 떨어진 오물 방울에…\n그가 분필로 눈을 그려 주었어!","Yes, I was nothing but a drop of filth,\non the floor… and he drew me my eyes!",151,,,
3,17,151,0,Player,,anim_eyesblink,selection,(신기해한다.)|(공감한다.),(Be impressed.)|(Be moved.),152|153,,,
3,17,152,0,Player,,anim_idle,text,"(인간의 탄생 과정과는 매우 다르지만,\n뭉치는 인간이 아니니까. 정말 신선하다.)","(Not at all the human way, but then,\nagain Dot isn’t human. Fascinating.)",154,,,
3,17,153,0,Player,,anim_idle,text,(따뜻한 이야기야. 호기심 어린 손길로\n그린 눈 한 쌍이 뭉치를 ‘존재’하게 했구나.),"(How sweet. Curious hands drew,\na pair of eyes and brought Dot to life.)",154,,,
3,17,154,0,Dot,,anim_eyesclosed_turn,text,그를 올려다보며 처음\n느꼈던 감각은 ‘따뜻하다.’,"The first thing I felt as I looked,\nup at him was… warm.",155,,,
3,17,155,0,Dot,,anim_idle,text,"모닥불처럼은 아니지만, 타다\n남은 잿더미 속 불씨만큼은 따뜻했어.","Not like a flame, but like\nembers among a heap of ashes.",156,,,
3,17,156,0,Dot,,anim_idle,text,"그는 나와 ‘눈’이 마주치자 아주 놀라며\n내 몸뚱이를 손바닥에 얹어 들어올렸고,","As our eyes met, he startled before\nplacing me in the palm of his hand,",157,,,
3,17,157,0,Dot,,anim_eyescorner,text,그때 그의 손에선 들풀\n타는 향이 났던 것 같아.,And I smelled something smoky…\nlike wild grass burning.,158,,,
3,17,158,0,Player,,anim_idle,selection,(고개를 끄덕인다.)|(머리를 쓰다듬어 준다.),(Nod)|(Pat Dot on the head),159|159,,,
3,17,159,0,Dot,,anim_move,text,그 소년은 날 보며 “오…? 오! 오!!\n안녕?”이라는 말을 했고,"He looked at me and said,\n“Oh…? Oh! OH! Hi there.”",160,,,
3,17,160,0,Dot,,anim_eyesblink,text,난 내 두 눈알로 그의 두\n눈알을 한참 마주보다가,"I stared into his eyes with my eyes,",161,,,
3,17,161,0,Dot,,anim_idle,text,"그의 얼굴, 이 손바닥의 온기를 나는 아주,\n오래 기억하겠구나—직감했을 뿐이야.","And I just knew—that\nI would remember his face,",162,,,
3,17,162,0,Dot,,anim_idle,text,그렇게 나의 첫 번째 기억은 끝이 나.,and the warmth of his palms\nfor a very long time.,163,,,
3,17,163,0,Dot,,anim_eyesblink,text,"약 이삼 초의 시간이 지나고 난 후,",That’s how my first memory ends.,164,,,
3,17,164,0,Dot,,anim_idle,text,"내 엉덩이가 그의 따가운 촛불 같은,\n손 위에서 조금씩 녹아 내리려 하던 때에.","A few seconds later,",165,,,
3,17,165,0,Dot,,anim_idle,text,"내 주변으로 다른 이들이,\n몰려들어 조금은 소란해졌어.","Just as my bottom was about to melt\nfrom the candle-like heat of his palm,",166,,,
3,17,166,0,Dot,,anim_eyesdown_turn,text,…….,people crowded around me\nand it became rather noisy.,167,,,
3,17,167,0,Dot,,anim_eyesblink,text,그게 이 이야기의 끝이야.,That’s the end of this story.,,,,
4,18,168,0,Dot,,anim_spiderweb1,text,<nickname>. 안녕.,<nickname>. Hello.,169,,,
4,18,169,0,Dot,,anim_eyesblink,text,잠이 잘 오지 않네. 머리를\n기어오르는 사념에 휘감겨 있느라.,I can’t seem to sleep. I’m swathed in all\nthese thoughts crawling through my head.,170,,,
4,18,170,0,Player,,anim_idle,text,… 이야기해 줄래? 대화하고\n나면 괜찮아질지 모르니까.,… Could we talk? I might\nfeel better afterwards.,171,,,
4,18,171,0,Dot,,anim_idle,text,….,….,172,,,
4,18,172,0,Dot,,anim_eyesside_turn,text,불결한 모든 것에는 다 검정이 있어.,All filth has black in it.,173,,,
4,18,173,0,Dot,,anim_idle,text,"달에만 그럴까 싶었는데,",I thought it was only so on the Moon.,174,,,
4,18,174,0,Dot,,anim_idle,text,아니었어. 지구에서도 같아.,But it wasn’t. It’s the same on Earth.,175,,,
4,18,175,0,Player,,anim_eyesblink,text,그게 무슨 말이야?,What do you mean by that?,176,,,
4,18,176,0,Dot,,anim_idle,text,한 줄기 빛조차 들지 않는 암흑은 가장 불결하고\n불쾌할지 모르는 존재들을 기꺼이 숨겨 줘.,The Dark willingly hides\nthe most filthy and vile of beings.,177,,,
